AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,VOC_Level_ppm,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Organic_Matter_%,Plot_Area_m2,Plant_Type
156.85,823.64,42.13,32.41,40.86,2.07,6.23,71.73,51.33,37.01,50.71,1.58,57.36,Bonsai
132.3,770.74,35.31,36.96,46.4,2.45,8.43,35.49,18.45,15.15,13.0,0.0,305.31,Succulent
149.89,859.78,44.9,37.31,38.4,1.8,5.99,60.45,31.43,31.57,47.56,1.56,51.21,Bonsai
134.83,782.49,41.91,41.02,42.1,2.66,8.17,24.08,18.05,19.18,14.15,0.28,302.44,Succulent
144.98,776.41,54.75,37.94,44.4,4.26,7.73,27.64,21.88,21.57,19.94,0.77,303.55,Succulent
124.2,788.06,47.11,35.52,40.89,2.39,5.6,85.51,67.39,55.07,38.55,2.17,200.9,Orchid
172.72,708.36,50.21,32.29,35.15,2.96,8.43,27.99,19.72,24.15,24.21,0.57,283.07,Succulent
129.52,711.3,46.16,39.0,41.48,2.23,5.5,81.46,64.97,59.67,43.85,1.9,212.04,Orchid
135.98,739.48,38.6,28.71,51.48,3.06,6.02,59.95,39.14,37.66,41.89,1.64,58.26,Bonsai
187.84,718.99,47.48,33.18,32.67,1.48,5.75,87.53,59.9,53.07,40.68,2.16,189.47,Orchid
151.83,759.33,53.24,44.02,38.36,2.66,7.64,29.22,22.48,19.25,19.43,0.38,255.95,Succulent
158.18,851.0,39.75,27.53,37.29,3.4,5.37,85.38,64.13,52.78,38.95,2.08,191.83,Orchid
141.93,813.34,57.07,32.91,32.97,2.59,7.11,157.24,81.55,88.38,63.18,3.94,452.55,Ficus
150.2,730.79,50.87,36.14,46.26,1.77,5.78,82.84,59.38,53.87,41.03,1.37,174.76,Orchid
151.36,773.14,36.08,30.0,45.28,2.16,8.13,33.86,24.52,18.82,20.31,0.96,311.32,Succulent
156.17,866.05,41.71,32.09,42.16,2.78,5.96,56.9,40.3,37.31,50.72,1.44,38.14,Bonsai
161.63,749.24,50.1,27.91,35.49,2.76,8.36,32.41,24.29,20.64,26.36,0.45,336.41,Succulent
137.26,849.48,44.54,38.96,41.55,1.85,6.22,64.26,38.57,37.46,52.89,1.26,45.04,Bonsai
184.8,778.01,57.5,41.43,41.62,2.03,5.94,67.98,42.77,44.12,52.13,1.04,52.99,Bonsai
164.92,801.36,44.64,29.28,42.96,2.89,5.41,75.17,48.58,74.56,49.24,1.82,162.68,Orchid
139.77,809.52,46.47,36.84,43.89,1.91,7.57,17.63,18.34,21.51,23.94,0.46,324.97,Succulent
142.71,848.16,46.75,33.14,34.27,2.92,6.39,55.15,33.75,37.09,50.21,1.33,55.26,Bonsai
167.92,772.13,44.11,31.01,48.9,3.77,5.67,86.69,56.19,55.23,37.08,2.24,192.42,Orchid
147.8,878.67,62.41,34.33,40.25,3.09,5.03,92.4,59.42,53.63,41.46,2.14,168.0,Orchid
183.93,809.27,42.44,36.49,41.1,3.15,6.13,59.97,46.72,44.29,52.89,1.61,48.95,Bonsai
131.84,824.83,64.62,40.35,47.05,2.65,5.21,84.37,61.45,63.05,41.82,1.74,211.58,Orchid
110.42,851.19,50.2,39.55,32.36,2.48,5.83,69.07,38.52,32.36,56.9,1.23,37.38,Bonsai
131.66,773.94,49.84,43.95,42.48,2.03,5.12,92.15,58.62,58.37,40.85,2.11,209.1,Orchid
153.3,767.87,36.57,31.19,44.07,2.84,8.25,36.31,18.09,16.52,23.39,0.56,325.09,Succulent
128.65,797.74,54.45,37.92,42.86,1.95,5.93,88.18,60.66,63.2,37.6,2.42,174.91,Orchid
166.13,782.57,45.66,39.59,43.02,2.12,5.67,54.52,37.53,42.93,54.31,1.68,38.48,Bonsai
157.2,843.11,60.93,30.04,35.63,1.96,6.15,63.21,35.06,45.32,48.54,1.38,51.25,Bonsai
129.29,771.79,78.59,37.18,30.99,3.12,7.64,32.91,22.84,16.48,20.17,0.73,220.41,Succulent
157.87,827.3,59.23,30.58,40.58,2.93,5.4,86.71,63.32,59.4,38.77,1.93,199.71,Orchid
135.49,801.42,62.42,37.04,39.62,3.09,5.52,52.02,35.63,35.02,44.14,1.52,39.11,Bonsai
141.37,795.81,45.01,30.62,39.96,2.02,7.01,149.89,79.06,90.59,76.39,3.88,537.83,Ficus
180.88,806.98,51.34,35.67,44.99,3.07,5.73,87.76,61.9,62.34,33.07,1.68,187.95,Orchid
135.19,824.57,37.01,35.85,46.6,2.87,5.87,68.08,36.15,42.81,52.85,1.62,53.64,Bonsai
147.92,807.78,52.57,28.73,42.31,2.09,5.91,55.5,41.06,44.01,49.07,1.43,46.01,Bonsai
165.25,763.59,61.61,35.05,45.1,3.26,7.61,32.87,19.32,21.66,19.82,0.59,282.81,Succulent
139.2,816.0,48.53,31.32,42.7,2.29,7.63,28.9,21.11,24.92,20.6,0.34,304.57,Succulent
156.77,818.61,52.09,33.56,40.87,1.96,7.1,149.36,80.31,82.69,69.28,3.67,540.51,Ficus
173.93,795.43,65.15,39.74,42.06,3.14,7.23,155.51,77.4,74.86,77.11,4.48,504.32,Ficus
156.25,861.28,37.05,39.26,32.54,3.08,5.56,83.12,67.4,60.93,38.83,1.86,225.22,Orchid
159.37,826.41,56.28,32.92,35.82,2.56,4.82,89.2,61.84,60.82,42.69,1.79,201.55,Orchid
122.49,787.28,43.86,32.81,40.92,2.53,5.35,95.94,59.21,62.56,44.6,1.83,219.12,Orchid
171.93,745.15,51.35,38.18,43.75,1.93,5.49,72.89,40.25,44.81,55.53,1.59,43.27,Bonsai
131.05,782.19,43.8,44.74,41.54,1.78,5.53,91.98,64.12,60.07,51.92,1.74,165.85,Orchid
127.11,791.94,46.24,42.02,34.03,2.35,5.4,96.08,62.44,65.39,41.16,2.14,225.96,Orchid
160.03,784.48,49.64,29.02,43.94,2.73,5.86,71.14,42.95,45.94,49.24,1.91,54.56,Bonsai
141.58,846.21,56.55,42.01,45.82,3.18,6.56,146.74,74.52,80.67,70.9,3.85,511.8,Ficus
156.18,767.96,44.14,37.34,43.79,1.82,4.86,89.95,66.11,60.79,44.18,1.94,205.98,Orchid
110.81,774.94,53.5,35.26,42.49,1.77,5.61,90.33,67.01,63.09,45.09,2.22,230.02,Orchid
172.65,803.72,47.0,27.97,37.96,3.26,6.09,41.17,32.31,38.56,54.22,0.95,54.03,Bonsai
145.22,827.44,44.11,31.19,41.19,2.45,6.89,140.56,79.61,82.01,74.72,3.8,514.27,Ficus
143.9,835.64,52.13,31.37,37.07,3.13,5.6,99.74,54.38,55.05,37.53,2.32,208.77,Orchid
143.01,807.02,51.36,41.22,48.03,3.37,6.89,149.31,79.48,77.66,68.87,4.75,524.3,Ficus
175.94,859.64,45.12,39.47,37.04,2.55,7.14,157.46,75.27,84.99,62.46,3.38,403.7,Ficus
191.51,735.64,50.09,39.36,27.4,2.43,6.62,159.25,79.92,78.32,65.29,4.37,536.3,Ficus
159.93,876.4,42.04,41.73,35.77,3.59,6.46,149.58,79.53,75.98,81.05,4.08,441.77,Ficus
130.17,842.1,72.76,38.43,43.29,2.46,7.24,155.9,76.45,80.36,67.43,3.24,535.04,Ficus
162.84,792.5,44.63,34.88,37.69,2.36,6.07,68.18,39.55,44.08,53.59,1.41,48.28,Bonsai
165.79,730.29,51.46,44.91,40.9,2.57,5.24,79.35,58.09,59.39,25.74,1.86,184.58,Orchid
149.31,788.57,47.57,39.11,34.93,2.72,7.05,155.44,84.23,70.17,71.53,3.24,499.92,Ficus
113.18,820.74,55.19,26.45,36.24,2.99,6.54,155.43,81.26,73.54,61.56,3.81,491.93,Ficus
125.11,846.36,39.63,45.75,48.25,2.12,8.37,31.06,15.44,14.2,13.4,0.66,326.86,Succulent
160.14,821.18,54.54,45.56,41.55,3.1,8.27,40.89,18.28,17.08,21.99,0.92,319.0,Succulent
122.71,815.63,49.99,41.88,31.67,2.91,5.33,95.64,67.27,61.11,36.04,1.65,186.71,Orchid
142.29,820.28,54.59,45.43,35.15,2.1,5.81,46.01,39.17,40.88,50.26,1.82,56.74,Bonsai
119.52,800.13,61.34,34.39,33.14,2.66,5.83,86.83,55.22,65.13,40.34,2.01,217.95,Orchid
123.11,714.81,58.69,37.21,38.09,3.22,7.28,156.33,90.17,75.79,73.28,2.66,430.28,Ficus
165.04,790.45,39.6,33.28,40.05,1.94,6.75,141.3,75.94,64.95,63.41,3.53,535.4,Ficus
175.46,848.37,54.05,34.67,35.61,2.97,5.38,104.92,58.65,61.96,41.48,2.1,222.04,Orchid
176.21,848.03,46.09,35.79,36.38,3.69,7.37,31.1,17.25,20.26,16.23,0.52,328.79,Succulent
150.0,773.34,34.23,33.21,47.15,1.57,8.08,20.15,22.54,18.12,20.36,0.33,322.78,Succulent
142.05,830.27,59.18,42.24,42.4,2.55,8.49,36.07,19.2,22.98,9.42,0.48,306.38,Succulent
116.9,853.58,20.86,33.03,34.16,1.94,7.42,149.49,75.85,77.44,72.08,4.39,422.11,Ficus
165.32,664.51,69.98,32.06,44.04,2.88,5.34,78.95,53.92,59.81,47.17,1.84,169.87,Orchid
164.75,815.36,60.27,28.86,36.52,2.39,5.52,91.63,62.44,61.66,40.38,2.19,189.33,Orchid
166.18,749.31,55.24,34.64,43.7,2.28,8.27,26.89,21.04,22.48,20.37,0.56,326.06,Succulent
147.85,819.04,61.34,45.01,44.26,2.17,8.33,26.26,21.96,18.93,22.36,0.52,331.86,Succulent
122.16,848.8,57.21,29.94,32.31,2.66,7.95,30.21,20.07,16.64,24.89,0.31,269.87,Succulent
138.89,643.48,56.66,38.41,36.83,1.85,8.11,30.67,17.66,16.76,23.39,0.64,286.21,Succulent
126.13,868.47,41.47,40.11,45.43,2.72,5.93,82.96,50.53,57.84,37.85,2.15,184.38,Orchid
142.73,793.26,60.91,36.68,47.29,2.68,8.24,26.13,23.78,24.0,14.19,0.53,283.49,Succulent
109.17,830.11,56.83,39.81,44.46,2.89,6.82,159.13,86.36,88.48,67.93,4.47,459.32,Ficus
139.65,753.17,36.6,37.76,38.62,2.83,6.34,158.96,74.11,77.34,68.72,4.37,472.03,Ficus
145.85,823.0,39.61,25.08,44.35,1.63,5.7,96.8,54.62,59.39,42.57,2.43,237.75,Orchid
138.49,690.87,74.28,31.49,34.88,2.29,5.93,84.16,59.29,57.44,40.67,1.96,167.46,Orchid
171.97,794.36,47.75,39.98,38.71,2.54,5.5,83.61,54.78,62.11,40.1,1.86,186.07,Orchid
145.32,705.32,36.33,33.93,46.39,3.1,7.0,174.81,81.71,83.75,62.55,4.47,453.56,Ficus
101.01,774.41,61.25,38.26,47.94,3.44,6.22,47.86,40.87,43.34,42.42,1.63,47.84,Bonsai
158.74,768.38,60.91,43.71,50.97,1.77,5.2,74.11,62.93,63.04,42.24,2.13,195.19,Orchid
131.23,816.83,46.96,34.23,35.84,2.73,5.52,61.41,40.84,35.95,46.78,1.93,48.62,Bonsai
137.67,826.57,55.71,35.71,40.25,2.17,8.29,26.9,19.54,19.2,24.06,0.6,239.4,Succulent
113.18,888.44,53.62,37.67,35.29,2.6,8.11,33.53,16.94,27.12,17.84,0.46,266.14,Succulent
184.34,833.81,40.02,33.87,38.55,1.91,6.06,62.19,48.42,31.64,50.07,1.88,52.37,Bonsai
137.43,871.39,48.92,27.64,43.52,2.73,6.5,60.39,31.29,45.33,54.2,1.48,58.5,Bonsai
159.11,868.1,47.33,35.89,44.08,2.58,8.55,26.08,21.78,17.97,12.28,0.43,313.67,Succulent
154.67,852.57,47.95,45.17,52.28,2.45,6.01,93.16,60.65,60.66,34.95,1.72,205.55,Orchid
136.91,755.21,58.06,38.86,42.51,1.96,5.89,59.59,41.65,43.13,42.53,1.21,52.97,Bonsai
163.54,884.27,38.02,27.79,47.47,2.08,5.82,82.85,58.62,51.06,40.24,1.81,217.63,Orchid
144.35,825.43,65.28,28.84,36.41,2.29,5.78,82.04,53.86,63.03,45.14,1.82,204.35,Orchid
148.19,792.09,45.74,38.34,39.67,1.66,6.33,141.76,82.15,79.43,70.14,4.07,427.63,Ficus
121.63,748.88,39.66,35.21,41.34,2.2,8.27,23.49,21.32,20.66,20.1,0.34,278.99,Succulent
135.56,834.03,44.28,40.33,42.9,2.57,7.96,36.31,18.29,23.96,21.15,0.61,244.61,Succulent
160.57,764.6,39.85,42.91,39.3,2.58,7.94,32.5,18.18,13.93,22.99,0.89,250.34,Succulent
186.56,769.84,50.29,34.88,45.04,2.08,8.1,23.85,19.02,23.5,21.93,0.44,297.76,Succulent
181.89,794.47,57.47,41.83,37.42,1.86,6.83,165.08,80.44,72.59,77.66,3.39,511.35,Ficus
156.57,774.81,36.18,39.8,32.02,2.42,6.53,64.74,44.3,49.14,39.85,1.69,50.59,Bonsai
166.59,931.04,42.51,35.79,39.28,1.94,7.23,145.12,72.56,84.24,64.54,3.36,525.98,Ficus
160.68,792.68,50.86,29.56,30.13,2.69,6.12,62.32,33.25,41.48,55.59,0.82,56.37,Bonsai
147.09,860.67,56.17,33.05,40.53,1.82,5.71,57.65,41.17,46.55,60.67,1.1,38.07,Bonsai
119.82,765.94,29.8,33.73,39.54,2.76,5.71,95.51,57.45,70.77,41.1,2.35,204.48,Orchid
173.78,811.03,51.49,26.37,29.99,2.31,6.86,144.3,75.47,82.12,77.07,4.12,540.35,Ficus
137.47,957.6,69.91,34.64,42.63,1.24,7.12,162.07,81.4,76.23,67.45,3.48,441.09,Ficus
151.27,737.6,49.66,29.57,40.79,2.16,5.8,66.1,50.0,48.72,54.06,1.45,58.29,Bonsai
134.15,850.58,45.42,35.12,36.26,2.16,5.48,75.14,68.36,60.17,41.8,2.34,178.25,Orchid
115.03,720.21,61.29,35.83,42.83,2.66,5.56,93.0,57.79,66.64,44.29,1.79,192.6,Orchid
198.54,862.36,49.52,31.76,43.6,2.31,5.41,101.01,66.56,61.68,31.55,2.15,172.28,Orchid
177.69,780.5,44.96,44.49,33.73,1.86,7.19,138.75,74.85,78.57,73.06,4.26,479.78,Ficus
135.14,771.73,64.51,38.36,40.81,2.85,7.33,37.11,16.37,19.31,17.33,0.54,306.01,Succulent
165.88,796.67,62.45,39.48,38.34,2.69,7.83,31.48,21.4,23.98,25.88,0.62,245.31,Succulent
136.38,796.57,49.19,34.74,47.4,2.41,7.25,147.37,79.05,87.18,68.64,4.54,459.97,Ficus
152.25,856.59,53.61,30.56,48.0,3.24,6.43,58.39,46.59,42.02,51.39,1.57,35.5,Bonsai
131.69,769.2,57.86,36.54,37.59,3.3,5.85,98.83,52.02,56.27,40.35,1.89,208.05,Orchid
145.91,808.76,38.65,26.89,42.58,2.17,7.81,30.78,18.23,21.21,10.16,0.48,292.28,Succulent
162.78,803.12,47.06,34.26,47.36,3.02,6.53,60.74,45.57,46.21,43.49,1.5,45.51,Bonsai
157.4,752.16,54.12,34.72,42.16,3.21,5.55,66.31,41.75,45.37,46.86,1.46,53.23,Bonsai
131.72,794.57,48.79,35.75,34.36,1.74,5.49,79.24,54.62,60.77,34.93,2.3,218.57,Orchid
164.87,808.78,53.63,26.23,38.76,1.93,5.21,83.62,67.07,64.89,33.87,1.65,184.0,Orchid
162.01,758.5,43.6,36.18,46.13,2.72,5.6,84.53,53.44,54.74,43.62,1.86,207.61,Orchid
158.97,767.96,40.89,42.2,35.16,2.6,5.82,55.53,43.37,38.25,51.42,1.43,53.06,Bonsai
173.53,857.3,74.81,36.95,43.95,3.15,4.84,84.02,65.36,66.88,36.48,1.73,202.01,Orchid
159.98,828.65,51.18,30.89,44.6,2.76,8.18,37.88,13.27,19.66,26.22,0.63,312.35,Succulent
134.73,846.09,61.8,40.6,31.28,2.61,6.77,162.24,75.5,83.06,77.77,3.85,432.58,Ficus
187.76,808.81,39.2,39.1,41.68,2.72,5.92,62.48,48.69,47.08,49.07,1.83,54.45,Bonsai
126.82,720.67,54.35,35.35,40.83,3.56,5.26,79.57,60.01,61.14,37.2,2.04,190.1,Orchid
112.36,764.51,38.03,32.76,46.67,2.01,7.03,141.47,78.01,84.56,60.23,4.42,425.29,Ficus
151.85,851.99,36.15,32.52,40.72,2.84,5.64,93.34,65.44,56.77,47.6,1.85,228.14,Orchid
142.31,845.92,46.97,38.48,48.49,1.91,7.1,140.82,84.68,85.16,67.13,4.51,515.27,Ficus
172.13,849.47,52.22,36.54,40.83,1.98,5.86,67.82,42.84,39.4,42.09,1.32,53.3,Bonsai
148.92,844.58,60.39,29.44,35.78,1.84,5.47,95.21,53.43,59.99,37.94,1.9,205.19,Orchid
106.43,684.43,48.55,35.11,48.59,1.75,5.48,80.58,72.47,57.8,30.88,1.84,233.54,Orchid
183.26,863.2,49.87,35.21,32.87,2.45,7.87,31.52,18.66,16.83,30.3,0.44,329.02,Succulent
143.0,768.04,60.05,39.07,42.42,2.17,8.4,34.56,22.34,20.8,22.39,0.37,322.14,Succulent
159.83,722.59,34.48,28.03,32.3,3.7,5.75,84.82,54.27,50.56,38.96,1.67,184.54,Orchid
130.97,876.1,70.92,40.56,29.22,2.5,5.72,61.22,37.82,46.88,48.83,1.6,48.83,Bonsai
161.2,775.64,77.55,38.42,33.98,3.29,6.89,155.45,76.91,78.62,74.68,4.78,506.5,Ficus
146.6,744.41,47.16,32.01,36.64,2.59,5.48,92.4,54.01,58.77,47.2,2.23,182.81,Orchid
144.98,902.34,61.19,40.9,46.78,3.27,7.14,160.18,80.08,72.19,67.77,4.33,451.6,Ficus
152.43,771.17,53.54,28.38,47.74,2.48,5.82,65.77,40.75,38.94,48.16,1.48,45.3,Bonsai
155.86,736.99,59.9,38.62,44.63,2.54,7.21,155.77,86.04,74.45,78.26,4.17,485.19,Ficus
157.07,786.67,59.09,31.92,37.88,1.59,6.23,56.28,42.24,37.01,60.0,1.77,56.9,Bonsai
140.71,924.26,62.55,32.5,30.59,3.06,7.27,143.8,77.16,79.34,69.08,4.83,464.32,Ficus
135.43,864.58,47.05,34.81,41.4,3.35,5.82,51.56,38.58,38.48,54.61,1.67,41.7,Bonsai
154.79,750.46,55.68,33.32,42.72,1.79,7.88,23.01,19.08,21.39,20.49,0.59,344.73,Succulent
166.65,863.69,55.82,28.23,35.7,2.3,7.76,29.77,15.5,20.54,17.73,0.54,320.49,Succulent
203.3,708.97,50.88,42.09,39.98,2.16,5.23,90.26,62.44,58.57,40.1,2.36,177.89,Orchid
144.27,856.56,60.63,26.98,39.59,2.28,6.12,43.01,36.27,50.65,47.31,1.74,50.65,Bonsai
146.98,807.51,65.06,29.14,34.81,2.9,5.98,61.01,43.65,42.23,48.86,1.8,49.74,Bonsai
142.6,850.08,60.07,32.25,36.11,2.38,7.17,143.95,79.86,74.43,65.44,3.93,512.6,Ficus
136.73,861.92,71.1,36.74,43.29,2.75,6.0,91.59,60.76,62.33,32.32,1.98,192.24,Orchid
142.97,788.27,50.14,41.44,31.39,3.31,6.86,130.88,88.44,82.41,67.4,4.66,503.62,Ficus
164.3,807.22,36.17,29.23,37.96,2.25,8.05,24.08,23.05,18.9,19.37,0.39,307.53,Succulent
180.67,830.95,53.96,33.65,33.38,2.29,5.37,86.25,65.53,53.42,37.01,1.96,236.65,Orchid
106.96,780.86,41.85,32.11,40.57,2.94,7.03,169.61,77.6,81.05,67.88,3.32,506.0,Ficus
151.81,782.07,52.54,36.24,42.28,3.23,6.06,52.96,36.76,38.84,52.44,1.77,55.96,Bonsai
138.67,855.72,67.99,42.49,35.27,1.14,7.24,136.37,85.71,75.28,70.21,4.8,411.96,Ficus
104.79,854.99,66.74,36.6,44.74,2.5,5.64,66.7,36.69,39.24,60.06,1.85,51.42,Bonsai
170.92,856.14,63.52,34.86,40.7,3.34,5.78,58.06,47.94,48.44,47.54,1.44,54.88,Bonsai
144.62,749.73,54.67,39.82,40.18,2.91,8.04,32.24,24.58,19.85,22.66,0.75,247.18,Succulent
129.85,763.6,51.1,36.16,28.46,2.72,7.93,30.0,22.64,16.66,19.61,0.28,315.76,Succulent
108.99,722.64,55.33,38.25,32.42,2.51,6.67,56.76,49.28,33.09,49.19,1.85,39.21,Bonsai
165.72,813.2,38.02,28.42,38.46,1.33,6.62,138.06,80.28,82.6,82.57,3.8,529.3,Ficus
162.04,855.65,48.86,36.41,40.13,2.7,6.06,60.25,34.47,36.12,52.23,1.66,42.26,Bonsai
141.07,720.09,53.96,40.41,43.02,2.08,7.14,164.2,82.44,78.62,68.06,3.45,550.32,Ficus
164.02,786.62,43.41,41.77,43.98,2.41,6.96,162.96,88.38,91.96,67.08,3.8,497.56,Ficus
171.84,861.28,45.09,36.31,40.36,2.71,5.2,84.91,57.55,61.36,37.92,1.16,239.59,Orchid
146.3,866.45,45.31,30.88,34.1,1.46,6.84,135.55,84.81,74.74,71.81,4.07,462.65,Ficus
133.34,832.11,61.16,47.96,45.86,1.59,8.43,23.19,22.16,23.28,20.19,0.52,237.84,Succulent
134.52,769.76,46.55,30.95,32.89,2.73,7.09,144.25,74.79,91.59,67.76,4.18,587.62,Ficus
177.98,843.21,68.91,33.87,31.35,2.34,5.47,91.07,58.36,66.54,42.98,2.48,195.96,Orchid
138.8,750.1,36.34,27.8,37.6,2.01,6.98,142.43,80.85,75.61,73.78,4.34,500.2,Ficus
176.07,752.46,49.26,34.75,31.81,3.39,8.66,28.22,22.07,21.92,17.86,0.87,301.32,Succulent
125.36,822.59,74.72,34.33,45.8,2.75,5.34,71.81,38.36,34.12,41.07,1.07,42.49,Bonsai
138.03,770.82,39.37,33.46,31.06,2.98,7.93,29.8,26.5,19.4,19.15,0.84,271.42,Succulent
165.43,815.87,46.95,42.68,39.49,1.91,7.16,165.86,84.41,80.73,79.13,3.98,515.01,Ficus
146.43,767.66,48.52,39.06,42.29,2.57,7.89,32.0,15.18,18.24,12.28,0.77,325.26,Succulent
164.59,830.07,49.47,42.39,36.54,2.76,8.41,33.77,21.54,19.55,24.2,0.43,307.93,Succulent
150.33,736.87,48.03,30.63,45.5,2.68,6.16,62.8,39.33,41.49,56.46,1.24,45.24,Bonsai
114.43,884.36,42.51,35.83,46.31,2.57,7.68,36.56,15.65,16.48,25.36,0.59,303.47,Succulent
156.93,834.64,52.89,24.6,43.62,2.7,6.84,145.2,72.68,84.76,70.41,3.79,580.9,Ficus
152.79,807.54,64.42,32.8,44.65,2.04,5.98,63.15,44.95,42.06,45.96,1.42,46.53,Bonsai
174.45,896.0,57.15,41.22,44.58,2.26,5.86,66.72,35.58,38.53,46.41,1.63,30.36,Bonsai
129.7,852.94,56.54,31.78,34.47,2.61,6.4,156.23,87.95,82.93,68.11,4.17,548.7,Ficus
155.97,698.21,54.61,32.1,39.04,2.41,7.27,27.01,22.61,21.8,22.43,0.54,289.01,Succulent
129.74,786.77,45.19,45.89,36.34,1.96,7.19,159.23,74.26,76.64,63.3,4.15,483.29,Ficus
158.72,725.54,68.46,29.22,26.15,2.44,5.3,62.53,33.63,41.46,42.92,1.96,53.94,Bonsai
110.96,807.2,49.81,31.91,39.61,3.81,7.95,31.91,24.82,20.74,15.81,0.57,309.43,Succulent
180.67,809.3,51.21,36.83,39.55,2.04,5.12,98.49,56.74,63.63,41.53,2.12,218.8,Orchid
140.49,822.23,42.42,41.87,38.44,3.01,5.56,109.3,65.81,55.96,52.36,2.08,221.99,Orchid
120.29,840.71,47.52,35.89,40.33,2.33,6.82,159.61,77.74,93.36,70.53,3.53,545.91,Ficus
136.19,770.59,51.31,37.03,40.54,2.91,6.26,55.23,44.97,36.97,49.81,1.15,49.56,Bonsai
160.43,751.31,42.01,31.5,42.78,3.39,8.31,29.44,21.49,22.15,18.82,0.76,308.68,Succulent
127.82,879.17,55.88,37.5,40.51,2.26,5.65,94.57,59.77,58.52,46.16,2.49,196.43,Orchid
158.95,744.69,55.03,35.49,38.5,2.57,6.62,152.82,84.16,75.13,72.4,3.0,569.26,Ficus
139.9,765.12,42.93,29.38,37.19,2.77,7.83,34.42,17.26,20.78,20.23,0.4,251.89,Succulent
191.63,699.49,66.48,29.42,40.96,2.79,7.59,29.26,18.41,23.77,17.5,0.45,359.62,Succulent
131.84,892.77,56.96,30.02,39.43,3.41,5.51,96.79,69.95,53.02,42.28,2.15,196.44,Orchid
163.19,742.86,55.58,36.02,40.25,3.01,7.85,20.52,24.07,18.33,19.07,0.43,294.47,Succulent
171.78,866.07,55.2,33.36,37.6,2.96,7.4,167.01,85.47,74.55,71.02,4.12,528.02,Ficus
152.3,794.69,53.83,29.41,37.35,2.46,8.42,19.26,20.74,18.08,14.9,0.77,280.38,Succulent
130.18,884.02,58.76,42.49,43.58,2.91,5.42,45.81,36.24,48.31,52.37,1.38,51.13,Bonsai
121.78,770.31,53.5,35.55,37.15,2.35,5.75,95.58,60.86,55.7,39.89,2.37,168.98,Orchid
147.03,753.09,57.68,29.13,32.01,2.37,5.82,54.44,42.08,41.62,50.41,1.45,62.66,Bonsai
167.42,753.73,41.04,34.03,44.64,2.52,6.87,164.92,75.93,70.87,72.98,4.15,578.54,Ficus
149.42,844.89,55.53,37.48,39.73,2.24,5.65,70.01,44.49,49.41,55.36,1.61,56.28,Bonsai
132.57,856.8,48.18,35.94,46.16,2.99,8.02,26.61,21.81,17.53,15.82,0.34,312.68,Succulent
158.56,805.07,48.89,31.83,42.66,1.97,8.04,35.18,18.18,17.04,17.84,0.39,338.14,Succulent
123.08,852.87,39.53,34.2,38.86,2.27,6.84,155.56,76.9,80.47,58.96,3.92,502.15,Ficus
152.81,771.25,53.89,37.84,37.13,2.05,7.99,35.0,13.86,21.77,22.57,0.81,269.01,Succulent
167.67,697.5,60.71,32.22,32.58,2.93,7.46,149.94,75.16,78.87,73.39,4.31,486.55,Ficus
145.75,827.4,45.31,39.52,35.29,2.06,5.6,56.86,42.63,39.88,46.96,1.44,43.69,Bonsai
158.82,747.12,51.89,32.1,49.22,2.49,5.24,84.71,61.11,60.66,39.45,1.69,214.5,Orchid
148.36,752.55,53.27,30.01,38.59,2.16,7.31,155.03,84.38,79.52,68.73,3.79,425.9,Ficus
180.93,785.43,53.01,35.74,41.97,3.09,7.52,31.59,26.33,19.92,18.52,0.78,348.91,Succulent
145.41,777.48,50.86,26.19,36.42,2.09,6.14,55.54,43.09,36.38,59.25,2.11,48.98,Bonsai
153.33,883.08,53.22,27.28,41.31,2.08,8.06,31.38,26.19,19.7,12.89,0.54,340.82,Succulent
153.54,781.64,52.86,31.58,36.98,2.17,5.56,94.82,56.71,57.05,37.32,2.49,212.99,Orchid
156.59,763.8,53.02,37.25,34.84,3.39,7.71,30.02,14.52,17.72,20.27,0.86,317.49,Succulent
133.29,763.23,44.86,29.43,35.5,2.82,6.96,152.12,78.99,83.92,65.12,4.12,470.23,Ficus
186.67,759.87,25.33,39.81,37.77,2.48,5.72,85.3,70.02,46.65,31.1,1.85,181.77,Orchid
135.56,780.08,47.13,39.27,46.75,2.58,5.67,73.51,54.44,58.4,46.5,2.05,204.79,Orchid
168.84,795.22,46.37,31.13,36.18,2.63,7.94,28.71,17.7,16.39,26.42,0.4,298.91,Succulent
180.86,903.4,50.13,32.98,42.21,2.7,7.19,144.81,85.01,88.52,69.87,3.45,425.74,Ficus
161.34,812.9,42.1,32.29,41.35,3.71,5.91,59.06,45.29,40.4,48.74,1.49,52.46,Bonsai
159.51,739.97,59.7,40.6,41.03,3.09,7.94,32.96,26.43,20.19,24.89,0.57,299.38,Succulent
136.64,816.93,47.91,31.69,42.11,2.61,7.05,125.69,71.06,87.08,69.08,4.5,458.75,Ficus
143.12,882.22,61.81,32.97,32.46,2.0,8.01,21.97,23.44,18.15,17.27,0.31,281.76,Succulent
150.03,834.58,56.35,25.1,34.2,2.17,8.51,30.71,22.44,20.37,22.62,0.81,319.46,Succulent
175.48,777.66,49.46,36.4,31.53,2.1,5.39,91.96,61.0,55.48,42.47,2.04,191.68,Orchid
